id,Director,Actor,Type,Nation,Weight,idI
阿凡达,詹姆斯·卡梅隆,萨姆·沃辛顿;佐伊·索尔达娜;西格妮·韦弗;史蒂芬·朗;米歇尔·罗德里格兹;吉奥瓦尼·瑞比西;乔·大卫·摩尔;希·庞德;韦斯·斯塔迪;拉兹·阿隆索;迪利普·劳;马特·杰拉德;肖恩·安东尼·莫兰,动作;科幻;战争;冒险,美国;英国,6,235
阿呆与阿瓜2,鲍比·法拉利;彼得·法拉利,金·凯瑞;杰夫·丹尼尔斯;罗伯·里格尔;劳瑞·侯登;斯蒂夫·汤姆;唐·雷克;凯瑟琳·特纳;比尔·默瑞;保罗·布莱克索恩;瑞秋·梅尔文;布雷迪布鲁姆;埃迪·辛;Tommy Snider,喜剧,美国,2,236
阿唐奇遇,王微,石磊;原泽宇;季冠霖;洪晃;米粒;芒莱;张磊;赵岭;严燕生;仁杰;任亚明;赵霁,动画;奇幻;冒险,中国大陆,4,237
阿弥陀堂讯息,小泉尧史,寺尾聪;樋口可南子;井川比佐志;香川京子;北林谷荣;小西真奈美;田村高广;吉冈秀隆,剧情,日本,2,238
阿拉丁与神灯,亚瑟·邦扎康,凯文·亚当斯;让-保罗·卢弗;凡妮莎·吉德;奥黛丽·拉米;埃里克·朱多尔;威廉·勒布吉欧;米歇尔·布朗,喜剧,法国;比利时,3,239
阿提克斯研究所,克里斯·斯帕林,莱亚·吉斯特德;威廉·麦鲍瑟;莎朗·摩翰;约翰·鲁宾斯坦;Hannah Cowley;Rob Kerkovich;杰拉德·迈克库劳奇;Trisha Rae Stahl;朱丽安·阿科斯塔;Anton Narinskiy;阿隆·克拉文;安妮·贝坦克特;Karen E. Wright;Erich Lane;Brian Chenoweth,剧情;惊悚;恐怖,美国,4,240
阿斯特里克斯历险记：诸神之宫殿,亚历山德拉·阿斯提耶尔,Alain Chabat;Laurent Lafitte;Géraldine Nakache,喜剧;动画;冒险,法国;比利时,5,241
阿曼动画之超级无敌掌门狗系列2,尼克·帕克,,喜剧;动画,英国,3,242
阿曼尼亚：欢迎来到德国,雅瑟敏·萨穆德里,维达·伊瑞辛;法赫里·亚迪姆;Lilay Huser;Demet Gül;Aykut Kayacik;Aycan Vardar;Ercan Karacayli;Kaan Aydogdu;希尔·艾罗格路;Aliya Artuc;佩特拉·施密特-夏勒;丹尼斯·莫斯奇托;艾琳·特策尔;Trystan Pütter;Rafael Koussouris,剧情,德国,2,243
阿波罗18号,贡萨洛·洛佩斯-加列戈,沃伦·克里斯蒂;劳埃德·欧文;Ryan Robbins;迈克尔·科普萨;安德鲁·爱尔莱;Kurt Max Runte,科幻;惊悚;恐怖,美国;加拿大,5,244
阿特拉斯耸耸肩,保罗·约翰逊,泰勒·席林;保罗·约翰逊;格兰特·鲍尔;贾苏·加西亚;马修·马斯登;Rebecca Wisocky,剧情;科幻;悬疑,美国,4,245
阿特拉斯耸耸肩2,约翰·普奇,萨曼莎·玛西丝;杰森·贝吉;埃塞·莫拉雷斯;帕特里克·法比安;金·罗德斯;理查德·琼斯;D·B·斯威尼;保罗·麦克兰尼;约翰·鲁宾斯坦;罗伯特·皮卡多;雷·怀斯;戴德里克·巴德;巴格·霍尔;阿尔耶·格罗斯;瑞克斯·林恩,剧情;科幻;悬疑,美国,4,246
阿童木,大卫·博维斯,弗莱迪·海默;克里斯汀·贝尔;尼古拉斯·凯奇;塞缪尔·杰克逊;查理兹·塞隆;比尔·奈伊;唐纳德·萨瑟兰,动作;科幻;动画;家庭,香港;美国;日本,7,247
阿米什的恩典,Gregg Champion,Kimberly Williams-Paisley;Tammy Blanchard;Matt Letscher,剧情,美国,2,248
阿纳克莱托：特务密探,哈维尔·鲁伊斯·卡尔德拉,基姆·古铁雷斯;萝西·德·帕尔马;卡洛斯·阿雷塞斯;亚历山德拉·希门内斯;伊马诺尔·阿里亚斯;安德烈·布纳福内特;何塞·科尔瓦乔;埃米利奥·古铁雷斯·卡巴;贝尔托·罗梅罗,喜剧;动作,西班牙,3,249
阿罗哈,卡梅伦·克罗,布莱德利·库珀;艾玛·斯通;瑞秋·麦克亚当斯;比尔·默瑞;约翰·卡拉辛斯基;丹尼·麦克布莱德;亚历克·鲍德温;比尔·坎普;杰顿·李博赫;丹妮尔·罗丝·拉塞尔;迈克尔·切鲁斯;艾迪·盖瑟吉;伊丽莎白·玛维尔;伊万娜·米利塞维奇,剧情;喜剧;爱情,美国,4,250
阿莉芙,王育麟,舞炯恩·加以法利得;赵逸岚;吴朋奉;陈竹昇;郑人硕;胡德夫,剧情;同性,台湾,3,251
阿薇尔与虚构世界,克里斯汀·丹米尔斯;弗兰克·叶根吉,玛丽昂·歌迪亚;菲烈·卡特林;让·雷谢夫;奥利维埃·古尔梅;马克-安德烈·格隆丁;伯利·兰内尔;安妮·考森斯;玛莎·格莱农;卡洛斯·阿拉斯拉奇;维克托·勃兰特;马克·卡马乔;保罗·吉亚玛提,喜剧;动画;冒险,法国;比利时;加拿大,6,252
阿里与尼诺,阿斯弗·卡帕迪尔,亚当·巴克里;玛利亚·瓦沃德;曼迪·帕廷金;康妮·尼尔森;胡马云·埃沙迪;哈里特·尔根赤;法尔哈德·玛纳佛;纽曼·阿卡;阿萨德·包伯,剧情;爱情;战争,英国;阿塞拜疆,5,253
阿门,金基德,金基德;金惠娜,剧情,韩国,2,254
阿阿奇与西西帕克,赵范镇,柳昇范;任昌丁;玄英,喜剧;动作;科幻;动画,韩国,5,255
阿鹦爱说笑,John Roberts,杰·摩尔;海莉·凯特·爱森伯格;托尼·夏尔赫布;吉娜·罗兰兹;翠尼·阿瓦拉多,剧情;喜剧;冒险,美国,4,256
阿黛尔的生活,阿布戴·柯西胥,阿黛尔·艾克萨勒霍布洛斯;蕾雅·赛杜;萨利姆·克希乌什;热雷米·拉厄尔特;卡特琳·萨雷;奥雷利安·雷克因;莫娜·瓦尔拉芬斯·;阿尔玛·佐杜洛夫斯基;安娜·卢瓦雷;本杰明·思科索;桑德尔·丰泰克,剧情;爱情;同性,法国;比利时;西班牙;突尼斯,7,257
陀地驱魔人,张家辉,张家辉;郭采洁;张继聪;蔡思贝;吴启华;释彦能;甄咏蓓;林嘉欣;余文乐;张学友;刘伟强;钱嘉乐;吴浩康,剧情;恐怖,香港,3,258
附属美丽,大卫·弗兰科尔,威尔·史密斯;爱德华·诺顿;凯特·温丝莱特;迈克尔·佩纳;海伦·米伦;娜奥米·哈里斯;凯拉·奈特莉;雅各布·拉提摩尔;安·唐德;莉莎·科伦-扎亚斯;娜塔莉·戈尔德;凯莱·罗杰斯;雪莉·拉米瑞克;艾丽莎·奇塔姆;本杰明·斯奈德,剧情,美国,2,259
附身,文森佐·纳塔利,阿比盖尔·布蕾斯琳;大卫·休莱特;史蒂芬·麦克哈蒂;彼德·奥德博拉治;米歇尔·诺尔顿;萨曼莎·温斯坦,悬疑;惊悚;恐怖,加拿大;法国,5,260
陆垚知马俐,文章,包贝尔;宋佳;朱亚文;焦俊艳;郭京飞;郭涛;马伊琍;李晨;陈赫;常远;包文婧;九孔;于莎莎;张一鸣;文章,喜剧;爱情,中国大陆,3,261
陋室,斯图尔特·哈泽尔丁,萨姆·沃辛顿;奥克塔维亚·斯宾瑟;蒂姆·麦格罗;拉达·米切尔;梅根·查彭提尔;盖奇·芒罗;艾米莉亚·伊芙;亚伯拉罕·阿维夫·亚录许;松原苏米乐;艾莉丝·布拉加;格雷厄姆·格林;瑞安·罗宾斯;乔玎·艾希礼·奥尔森;劳拉·麦基洛普;艾米莉·霍尔姆斯;坦娅·哈伯德;卡森·罗姆;克里斯·布里顿;莱恩·爱德华兹;肯德尔·克洛斯;杰伊·布拉泽奥,剧情;奇幻,美国,3,262
降临,丹尼斯·维伦纽瓦,艾米·亚当斯;杰瑞米·雷纳;福里斯特·惠特克;迈克尔·斯图巴;马志;马克·奥布莱恩;乔·柯布登;派特·凯利;娜塔莉·希波蒂;袁罗素;克里斯蒂安· 杰达;朱利安·凯西,剧情;科幻,美国,3,263
险恶,斯科特·德瑞克森,伊桑·霍克;文森特·多诺费奥;詹姆斯· 兰索恩;弗雷德·多尔顿·托马斯;克莱尔·弗利,惊悚;恐怖,美国,3,264
险恶2,夏兰·福伊,莎妮·索萨蒙;詹姆斯· 兰索恩;罗伯特·丹尼尔·斯隆;达塔尼安·斯隆;李·可可;塔特·艾灵顿;约翰·比斯利;豪威·约翰逊;伊桑·霍克;朱丽叶·赖伦斯;麦克·霍·迪阿达李奥;克莱尔·弗利,恐怖,美国,2,265
陪安东尼度过漫长岁月,秦小珍,刘畅;白百何;唐艺昕;白举纲;金世佳;江一燕;高圣远;布鲁斯;宋芸桦;潘虹;于荣光;卢燕,剧情;爱情,中国大陆,3,266
陷阱,权炯辰,马东锡;赵汉善;金敏京;池安;允珠,惊悚;犯罪,韩国,3,267
陷阱：致命的诱惑,奉万大,韩洁人;柳河俊;罗桑奎,剧情;爱情;惊悚,韩国,4,268
随心所欲,阿迪提亚·乔普拉,兰维尔·辛格;瓦妮·卡普尔;赖云;艾莉莎·巴奇尔·贝;朱莉·奥登;拉萨纳·莱斯汀;诺姆·迪亚瓦拉,剧情;喜剧;爱情,印度,4,269
随心所欲的五月,克里斯蒂安·卡西雍,奥古斯特·迪尔;奥利维埃·古尔梅;玛蒂尔德·瑟妮;爱丽丝·伊萨;马修·瑞斯;贾克·鲍那非;克里斯朵夫·罗西尼翁;洛朗·杰拉;戈洛·欧拉;康斯坦丁·卢凯,剧情;战争,法国;比利时,4,270
随风而逝,金周镐,车太贤;李彩英;吴智昊;高昌锡;闵孝琳,喜剧;动作,韩国,3,271
隐秘的诱惑,尹宰久,林秀晶;柳演锡;李璟荣;朴哲民;陈庆;敏度希,爱情;犯罪,韩国,3,272
隐秘而伟大,张哲洙,金秀贤;李玹雨;朴基雄;李彩英;孙贤周;高昌锡;金成钧;张光;朴恩斌,喜剧;动作,韩国,3,273
隐藏人物,西奥多·梅尔菲,塔拉吉·P·汉森;奥克塔维亚·斯宾瑟;加奈儿·梦奈;凯文·科斯特纳;克斯汀·邓斯特;吉姆·帕森斯;马赫沙拉·阿里;阿尔迪斯·霍吉;格伦·鲍威尔;金贝利·奎恩;奥莱克·克鲁帕,剧情;传记;历史,美国,4,274
隔离区2：终点站,John Pogue,George Back;Andrew Benator;Jason Benjamin,科幻;悬疑;惊悚;恐怖,美国,5,275
隔绝,泽维尔·吉恩斯,劳伦·日尔曼;迈克尔·比恩;米洛·文堤米利亚;考特尼·万斯;艾什顿·霍尔姆斯;罗姗娜·阿奎特;迈克尔·艾克朗德;珍妮弗·布兰克;伊凡·冈萨雷斯;Abbey Thickson,科幻;悬疑;惊悚;灾难,德国;美国;加拿大,7,276
隧道,金成勋,河正宇;吴达洙;裴斗娜;南志铉,剧情;灾难,韩国,3,277
隧道尽头,罗德里戈·格兰德,莱昂纳多·斯巴拉格利亚;克拉拉·拉戈;费德里科·路皮;巴勃罗·埃查里;沃尔特·多纳多;哈维尔·戈迪诺,惊悚;犯罪,西班牙;阿根廷,4,278
难以忘怀,丹尼斯·蒂诺威,罗莎里奥·道森;凯瑟琳·海格尔;吉欧夫·斯图兹;伊莎贝拉·瑞思;阿莱克斯·奎加诺;莎拉·伯恩斯;惠特妮·卡明;西蒙·卡斯安德斯;罗伯特·维斯多姆;切瑞·拉德;斯蒂芬妮·艾斯卡杰达;金凯德·沃克;艾琳·伊拉斯玛;杰森·布莱尔;劳伦·萝丝·刘易斯;罗宾·哈迪;米奇·席尔帕;亚历克斯·斯达格斯;斯科特·比纳,剧情;惊悚,美国,3,279
难以置信,乔纳森·贝克,尼古拉斯·凯奇;吉娜·格申;妮基·韦兰;费·唐纳薇;娜塔利·伊娃·玛丽;乔纳森·贝克;杰姆斯·范·帕滕;泰勒·乔恩·奥尔森;丽雅·许布纳;科莉·丹尼利;佩妮莱·绰居尕德;威廉·威利特;埃莱·巴德汉;亨特·博丁;哈萝·博塔里尼,剧情;惊悚,加拿大,3,280
鬼债,乌利·埃德尔,尼古拉斯·凯奇;莎拉·韦恩·卡丽丝;维罗尼卡·费瑞尔;周豪;杰克·富尔顿;胡安·卡洛斯·韦利斯,剧情;悬疑;恐怖,加拿大,4,281
鬼哭神嚎：觉醒,弗兰克·卡方,贝拉·索恩;卡梅隆·莫纳汉;詹妮弗·杰森·李;泰勒·斯波瑞特勒;托马斯·曼;麦肯娜·格瑞丝;Dan Martino;Hunter Goligoski;Brian Breiter,惊悚;恐怖,美国,3,282
鬼夫,班庄·比辛达拿刚,马里奥·毛瑞尔;黛薇卡·霍内;Nattapong Chartpong;Pongsatorn Jongwilak;Wiwat Kongrasri;Kantapat Permpoonpatcharasuk;措恩·金达科特,喜剧;爱情;惊悚,泰国,4,283
鬼娃回魂7,唐·曼西尼,詹妮弗·提莉;艾力克斯·文森特;扎克·圣蒂亚戈;菲奥娜·道里夫;Summer H. Howell,惊悚;恐怖,美国,3,284
鬼娃的诅咒,唐·曼西尼,菲奥娜·道里夫;布拉德·道里夫;布伦南·埃利奥特;丹尼尔·比苏蒂;A·马丁内斯;Chantal Quesnelle;梅特兰·麦康奈尔,惊悚;恐怖,美国,3,285
鬼屋,Rich Ragsdale,丝柯·泰勒-考普顿;詹姆斯·兰德里·赫伯特;小马克·布恩;Michael S. New;Elana Krausz;Kevin Ragsdale;Russell Geoffrey Banks;Rich Lee Gray;Katrina Grey,惊悚;恐怖,泰国;美国,4,286
鬼屋大电影,迈克尔·泰兹,马龙·韦恩斯;尼克·斯旺森;塞德里克·凯尔斯;艾森斯·阿特金斯;莉安娜·门多萨,喜剧;恐怖,美国,3,287
鬼屋大电影2,迈克尔·泰兹,马龙·韦恩斯;杰米·普莱斯利;艾森斯·阿特金斯;加布里埃尔·伊格莱西亚斯;米西·派勒;阿什利·理查兹;瑞克·欧弗顿;海耶斯·麦克阿瑟;戴夫·谢里登;塞德里克·凯尔斯;汤姆·维图;艾菲恩·克洛科特,喜剧;恐怖,美国,3,288
鬼店另有主,Ti West,萨拉·帕克斯顿;Pat Healy;凯莉·麦吉利斯,惊悚;恐怖,美国,3,289
鬼影实录5：鬼次元,格雷戈里·普罗金,克里斯·j·穆雷;布兰妮·肖;艾薇·乔治;丹·吉尔;奥利维亚·泰勒·达德利;克洛伊·森格瑞;杰西卡·泰勒·布朗;唐·麦克马纳斯;迈克尔·克拉维克;哈莉·福特;艾登·洛夫坎普;卡拉·皮阔;马克·斯达格;丽贝卡·拉森,恐怖,美国,2,290
鬼影实录：东京之夜,长江俊和,中村苍;青山伦子,惊悚;恐怖,日本,3,291
鬼影实录：诅咒,克里斯托弗·兰登,理查德·卡夫拉尔;卡洛斯·普拉斯;戴维·费尔南德斯;豪尔赫·迪亚斯;金伯莉·埃布尔斯·因德拉;埃迪·J.费尔南德斯;赫克托·路易斯·布斯塔曼特,恐怖,美国,2,292
鬼打墙,杰克·海勒,萨拉·帕克斯顿;斯科特·伊斯特伍德;肖恩·西珀斯;凯瑟琳·沃特斯顿;克里斯托弗·邓汉;Jesse Perez,悬疑;惊悚,美国,3,293
